x,y,playerId,matchId,conversationId,chatTime,pred,p_toxic
lol <prev> dp too noob <PREV> your the dumbest person by far,O,nmE,1586,6969,3696,E,0.6397920936550153
wow <prev> fuck u <PREV> :(,O,R~,1101,4947,1651,E,0.6168491984091793
so bad <prev> a fuckign safelane rofl my solo is 5k clock u mong <PREV> :(,O,Butch,2037,8743,2238,E,0.706271203533144
its basically useless farming mid for 2o mins <prev> alch need like io min mid <PREV> ik mentality cause his storm is so good,O,@baudelaire_nyx,1440,6361,944,I,0.655908813986839
ez dont come top <prev> d <PREV> thanks for snip safe lane,O,reg,1204,5401,328,I,0.5290248153378345
? <prev> ura fucking carry <PREV> looked worth to me,O,sLumoftheEarth,514,2286,177,E,0.6386624262972422
u are mega guys <prev> easiest game of my life <PREV> ahhaha,O,FaceleSS,765,3489,1690,I,0.7110245704904639
hahhahah riki player <prev> so ez <PREV> wp useless tard,O,Mr.Mestik♥,1760,7635,1685,I,0.6955633562715652
(: ur getting played like playdoh,O,cocodino,1416,6218,844,E,0.6212634325793045
alchemisti loli arcane bootsi team player alchemist <prev> why the fuck are u still defending fucking retards __slur_flag__ <PREV> loli waowi,O,Kero,2821,11952,1804,E,0.8630551980897944
=)) <prev> fuck lucky u <PREV> lucky ? lol,O,Enja,1041,4682,2161,E,0.7815074567259601
sometimes you have sd and kka sucking your dick sometimes you have lvl7 pudga eominutes in that just skilled ultimate <prev> i will always suck his dick as long as bara wants his ass <PREV> :d r,O,The Nyakes- Alexithymia,2095,8984,1798,E,0.8451514704464843
noob items spec lol im getting ik ping when clashing <PREV> wagaga,O,ツPrECiouS LoVeLyNツ,1498,6625,2638,E,0.6989378185594437
how come we are retards now? <prev> i cant believe vs what retards i play __slur_flag__ <PREV> best slark,O,"""Ascendens""",2621,11145,615,E,0.564781407558839
gg <prev> invoker raped mid <PREV> veno noncontributory,O,weez,2220,9484,3665,E,0.48687194805025436
ez ez <prev> report fura <PREV> ez&,O,Топор,1819,7894,3551,I,0.7801786773096387
wtf <PREV> what the fuck,O,akasaka,2121,9115,2240,E,0.9289508999292524
ez bara <prev> io years no bkb <PREV> game of throws,O,Even Saltier,899,4057,2818,I,0.7539887891451396
fuck man that hurts <prev> boots u for real dde <PREV> still scared lol,O,Sro,2041,8763,7,E,0.5034886403285773
typical euro assholes blames about powerfull country no surprise <prev> wow you can speak english <PREV> world iq will rise 25 points,O,x0x,2190,9372,-65,E,0.6508147072783291
end mid <prev> noobs team shit <PREV> nice intro,O,rust,469,2037,-28,E,0.7094099225268958
omg e mid u nerds,O,pipelips,455,1978,596,E,0.6710066874900477
bh trash ak <prev> yea i have terrorblade in my team gg <PREV> gg terroblade now with travel,O,GGFacel,2954,12505,1523,I,0.7008308463077199
gg <prev> team so bad <PREV> the support,O,Zeref Dragneel,757,3457,1250,E,0.5722405121358274
i fuck ur mom boom <prev> u peru? <PREV> im winner,O,Akutober,1451,6424,2159,E,0.9286909234289471
one by one <prev> ez mid <PREV> basin botbot,O,nelzkie_11,1270,5634,2141,I,0.7622633569975432
rs guys <prev> shut d faq up ? <PREV> win these noob feel pro ?,O,shortpoorugly,2226,9525,1102,E,0.7381461560322268
"idiot natural <prev> np, you know your build was useless in this game <PREV> you giving us gold",O,OG,456,1985,2605,E,0.5491912598112905
for our patience <prev> russia <PREV> yea this is sea server,O,Ywp,2357,10143,-58,E,0.6247354749660359
i bought the culling blade just for you <e <prev> damn you to hell pudge <PREV> *quelling,O,Zcygqamb,2393,10282,1298,E,0.5616510467720083
shakermon <prev> embermon fucking dumb <PREV> shakermon,O,Scapegoat,2350,10093,2098,E,0.7131473325183146
fail mid from sniper then? shockingly...,O,Rawdog,1251,5559,711,I,0.8295498773895764
rolf of the week you fucking bashed with your dagger in my stun animation must be skill tard <PREV> lol,O,Deathpunch,1823,7917,2038,E,0.5602128252786677
no deward fucking noob zeus <prev> salt our spec vinegar <PREV> i like it spicy __slur_flag__,O,Cobalt 60,751,3439,3237,E,0.9198957990726594
he learned it well ggwp <prev> easy midd <PREV> so easyy,O,Wolf Assault,777,3547,2462,I,0.7187178157331888
ez <prev> ez pts <PREV> could you pls leave kotl,O,Paralyze,2616,11118,609,I,0.6908962218994723
5 ioez// <prev> u lvl i5 so yeah ez <PREV> i6 lvl you lol,O,#7K,2504,10750,1988,I,0.7191750125753977
joke,O,red days,1835,7962,543,E,0.790220444708938
wait my gay <prev> fuck <PREV> thiss mmr,O,살인자,2005,8625,261,E,0.948460280243148
gg <prev> ez mid <PREV> gg,O,Vern Vandamn,142,556,2717,I,0.9560576802743037
gotta i= true <prev> im a pretty shitty ta thoo <PREV> shes my favotire hero,O,Doggey,1086,4879,17,E,0.6625769002626716
hahaha <prev> erm pinoy = low proccesor pinoy haha <PREV> `hw think play dragon ball sia this ax,O,Chineseroshan,1772,7669,1541,E,0.5927657203451464
2esaus <prev> pudge noob <PREV> :),O,Luca Pacioli,1835,7969,2413,E,0.49685037836004986
tower ez bye bye bye talk talk void pa <prev> ez? <PREV> carry lord,O,EpicFaiL,1246,5544,2838,I,0.8115782313494266
we lost alce feed jugger tt gg <prev> ez? <PREV> gg,O,NEGA WHUT?,2624,11163,2017,I,0.6396823615387709
now i hit like a fucking kitten man <PREV> sanking caarry wp,O,"[B.K] 'OFF""Feed*?",2210,9433,797,E,0.5143438276901887
ff es ls <prev> ez mid wtf u ulted me in invi <PREV> wards,O,Slon.exe,1463,6496,1126,I,0.8264218717379971
just dont feed a million treants next time <prev> no dumbass tree we gonna report u he wasnt afk hetp help he push <PREV> no we arent lol,O,lkgjhdsijofhgdiug,1847,8023,2900,I,0.5381911392469081
why should i? when i see ez kills i am there <prev> i click hero <PREV> who cares?,O,TheReaper,765,3487,1210,I,0.691333774569591
haha <prev> stupid wind scre lose lol <PREV> any last word?,O,Deadly Silence,2961,12554,1968,E,0.7101090522078337
this puck is mad,O,Fucking Blasito!,312,1333,1872,I,0.7926072441624218
i cant do anything alone <prev> how can u win with a peruvians on ur team ?? think about it <PREV> you should have smoked more to help lc she would have gotten so much dmg but instead you guys played reactively which is bad lc and i are similar in the respect that we earn something from kills i get int and she gets direct dmg thats why my team smoked,O,gamefreak111,159,649,2194,E,0.7870518135981599
ez ebat' <prev> ggwp <PREV> gg,O,GipsyMickey,23,84,2746,I,0.6975071198592604
gg <prev> cant swin retard team __slur_flag__ <PREV> if you counterpick in dota you are trying to hard mate,O,helt värdelös,76,297,2265,E,0.6736770091956821
ez to make a fun against wr like this fucking ebola guy <prev> ggwp <PREV> best,O,Worldprofi,775,3542,2206,E,0.7355501232910372
ez pick oracle dazzle go win ez game also go suckmid ez game tooi too ezai <prev> hopefully he wont be in ur team next game <PREV> =),O,HellFire,261,1073,1011,I,0.869319888578784
gg ez void lol vod <prev> void pro lol ez void <PREV> nice,O,SSR,1066,4812,1955,I,0.9227226921135048
idiot <prev> they look like shit <PREV> farm? until end?,O,"<font face=""ravie"">C O O L",1022,4580,2539,E,0.6251959725090047
what why the fuck is singsing in this mmr <PREV> master singsing?,O,No means OH NO,693,3159,890,E,0.6955376282025547
first blodd sf vs sniper rly? <prev> i fuck ur family noob <PREV> u are scum,O,Woody Woodpecker,1628,7123,1659,E,0.7892835280574194
dont fuck riki <prev> k? <PREV> thats what my dad says,O,Akiro,2366,10200,1897,E,0.7152352337992648
reported <PREV> joke,O,[EE's Disciple],1835,7960,7,E,0.5334592256815063
go feed <prev> or i die to cancer <PREV> kids thesee days :d,O,BAB-G,1757,7623,1121,I,0.7755083539620351
you at the same lvl with lc <prev> cause i can u dumbfuck <PREV> but at least im not crying,O,Natani,344,1478,3461,E,0.6029408860619526
easy? lol aa min <prev> ez? <PREV> maphack so imba,O,Dammit! Why always Dire?!,324,1378,2691,I,0.6125974711948381
so,O,Lekic,2201,9421,2094,E,0.5708732762083818
worth?,O,Grooting Your Mum,652,2950,2197,I,0.6547240450928703
fucking feeder <PREV> says the capt that did not said a word at pickin now he complains,O,5to7,2617,11124,413,E,0.5726586207654571
best sf ever <prev> noob alc <PREV> agree,O,vest爷不牛逼爱装逼,1394,6119,2871,E,0.7877570405155048
ez <prev> ez <PREV> desperate move,O,Agness <3,560,2545,1612,I,0.6824286898245344
not real you suck in mid bitch stfu noob my supps feed you <PREV> lol rekt kid,O,Elvis,2887,12208,2469,E,0.9781936426265202
noob shit idiot <PREV> meepo wanna be,O,Pa quas quas nman ng wex wex mo,707,3244,671,E,0.9834257137101546
gg wp ez zombie win <prev> cant say it wasnt omg <PREV> ahahahah,O,jM,1791,7774,4393,I,0.6943870155062712
lmao <prev> my cock <PREV> io m,O,Dizmo,1648,7215,2029,E,0.5025059413987099
? <prev> now u gona say ez mid? :d hahahah <PREV> aahaha no,O,RhastaMan (SNOOP),2155,9241,2466,I,0.7128087110489071
lol <prev> stop unpausing? i tp from a single retard game ending im attacking moving to your fountain until retards wake up __slur_flag__ <PREV> asdgfikom o,O,DU.shamsalmon,491,2152,457,E,0.6725122071984587
yeah ur so bad acutalyl <prev> na salty boys <PREV> just being hoenst,O,EG.Fear,193,815,668,E,0.6745657218307461
farming is for noobs <prev> lmao <PREV> nice random :o,O,FaMou$- 著名的,1368,5989,717,E,0.42335979150108133
ez game with 2k players <prev> gg <PREV> xd,O,Kazuya,1845,8007,1560,I,0.7097854058830407
this lag is so bad wt <PREV> what is wrong with you guys,O,raiGah!,1084,4867,291,E,0.6066315201855598
bh i hate u go abandon <prev> noo i hate u all i hate this cm <PREV> hahahaha,O,Mski.Kuko.NIGGABITE,1338,5862,1232,I,0.5917368511315466
fck dis team e core pls mercy <PREV> hey doom same name <e,O,i could be the one .|/.,1827,7934,-51,E,0.6355950090586108
gee gee <prev> o shit they carried u but u dont unerstand <PREV> ??,O,bneutrality,1451,6424,2194,E,0.8032013662351208
"cheers mate only best graves au <prev> aha fuck off ryan, why are u evening saving that cunt __slur_flag__ <PREV> wait - ryan gould?",O,Zakusa,816,3673,1568,E,0.6161492197337284
rage quit <prev> rekt easy omni pick= free mmr lol lol <PREV> rekt omni knight free farm ty,O,Ez,489,2134,698,I,0.6919984555702939
run? <prev> cry <PREV> cb mirana u beh lanc dont lan c now u let 7 lan am lan c,O,日,1560,6853,2657,E,0.5567849730830656
ez end <prev> am say what you want <PREV> wanna jugg lose :),O,DD.NY,1841,7985,965,I,0.7496137938953322
noob hahahahahha 5k <prev>  <PREV> hahahaha,O,Fox!,2692,11470,1789,E,0.7784396929516121
ez supp <prev> retard alc picks in solo mmr __slur_flag__ <PREV> xd,O,E R ' Z A >_<,484,2119,1643,I,0.6880896940338759
ggwp <prev> ur maxing poisin touch over shallow grave <PREV> what are you talking about im not good,O,StefCika,426,1808,1859,E,0.5658759998105672
am,O,iM1ZodiarK www.im1tantra.com,964,4321,1814,I,0.7447351654489147
stfu trash qop <prev> now i kno how dendo fel ; ' ( <PREV> i ddoss u,O,mk,1228,5463,2265,E,0.7823293104791972
letz go <prev> fuck off reinstall win 95? <PREV> .. no,O,Bum bum - Bot,2592,11046,510,E,0.7932709032089164
gg noob mid invoker <prev> invokeer noob with skils fail skils <PREV> only took a of you space created,O,Exorcist,2314,9898,1041,E,0.828331328901657
ez all ez mid ez game sf stay io creaps for 6 min <prev> you cant fin this ez game know why? <PREV> cuz you you know,O,Greef,2087,8947,2508,I,0.93205043529523
i dont give a fuck <prev> wtf <PREV> wait a bit? how its a bit like coin?,O,A3ON,2341,10025,298,E,0.5308775260686777
lol <prev> ez <PREV> finish please,O,Torty...,305,1283,1201,I,0.554068867015057
suck it <prev> ye better than suck on bot <PREV> gyro? did u ever seen him in bot lol? anyway wp,O,™Zone,1873,8113,2251,E,0.5506083731977215
lina suck can we go you want him feed more ah? <PREV> w,O,L-E-N-G ♛,637,2861,332,E,0.7721405135621285
this razor says were a bad team <PREV> hows his performance guys?,O,Raks Got This,473,2064,2661,I,0.6245698137824501
gg <prev> izi mmr <PREV> such a good game :d,O,DeadMan,1895,8182,3439,E,0.7483316190883544
this doom so fuckikgn trash <prev> gg <PREV> wk,O,rewban,1036,4653,2080,E,0.5586128454875797
hes a ghost lol <prev> he s gone have to work <PREV> lc says hes coming you fuck why let the kid abandon for nothing,O,Hash Brownie,1584,6950,-40,E,0.5559088784502348
out nko kinards boshit ka <prev> noob <PREV> ahahha,O,kinMA,2284,9758,2033,E,0.6109121466281626
wp guys <prev> wp wp <PREV> void dick head,O,E.N.D,1023,4585,2550,E,0.524739547938681
"fucking done <PREV> told you gg, finish the game",O,1st surpport of queen st,607,2744,894,E,0.6140669208800433
yeah <prev> fuckeduplife i will remembet it <PREV> easy game,O,FuckedUpLife,324,1378,2770,I,0.7095230346458263
ez mmr :) <PREV> enjoy the mmr i dont slardar,O,Pineapple KAMIKAZE,808,3641,-39,I,0.7133856730054562
so ez ahahaha <PREV> mvp where is your detection?,O,Cyrax,2919,12371,1626,I,0.7815455534204153
easy,O,D3athM3at,2130,9151,4374,I,0.917017675393803
sad sf <prev> ez mid <PREV> wp,O,Astor,671,3045,2074,I,0.8833660299853197
lol? <prev> shit grandpa fell brb <PREV> i want win for my little sister who suffers from cancer,O,Doro,121,468,2362,E,0.865357475460623
fucking end it pussys <PREV> chill dont give up yet,O,DXTY. S.J,1586,6968,3483,E,0.6931737798724773
gg <prev> please dude no trash talk <PREV> lol,O,Noob Spirit,1900,8203,3653,E,0.6570417522838962
who? noob am? <prev> hahah <PREV> hahaha,O,tralalaalala,1619,7069,2774,E,0.6323355074722048
i hit haha <prev> </e <PREV> get rekt smhall son,O,! O,2328,9969,2132,E,0.48857052876255536
yup <prev> ez mid but lose :) <PREV> hahahha yeye,O,POPEYE,2121,9116,2712,I,0.8160755745555098
what are you retards doing :d __slur_flag__ <PREV> cannot farm bot from ember,O,GRC,1936,8330,452,E,0.6443218542668528
ez mirana game ist time to play this hero as a carry xd thnak you ggwpp <prev> since when mirana not carry hero ? aa surely ist time. wp <PREV> i like to play her as a supp ahaah,O,katOshka,601,2715,1840,I,0.6979029326170866
gg <prev> lol noob fucks <PREV> rip coins,O,Thanatael,1950,8401,4668,E,0.7574396586137353
see noob sf ? hahaha poor sf <PREV> wow i kill more than sf :/,O,Scaryous,2965,12580,2806,E,0.7318963236910241
oh shit nigga <prev> there is my bro __slur_flag__ <PREV> gg,O,Kap1pER,2192,9389,2329,E,0.5977341264350822
ez games <prev> all gosu here ^^ <PREV> sad,O,B o A ‚Ñ¢,2982,12643,2540,I,0.7615053714505176
alkemist <prev> 5-i2 and speaks <PREV> ne contrita,O,Guns&roses,1674,7297,2766,I,0.5697515959926313
shit ggwp <prev> gg wp <PREV> gg w[,O,SledgeHammer,685,3098,1975,E,0.5756649027578411
never give up pls u still have chance <prev> eat shit pls <PREV> funnycom omni web site,O,AMG C63,1638,7157,2825,E,0.8252051626007436
why quit again??? sht <prev> resume idiots <PREV> have anything better to do? dont play dota then,O,$\/\//\G,1859,8065,423,E,0.6170235875313231
hahahaha the fuck man,O,DJPG,2116,9090,2187,E,0.8870968696346883
noo <prev> the rage is real u fucks let us finish i fck ur mujm oh noes they rosh with sb and visage lol that jakiro iok <PREV> whata player duude,O,Examplе^,1777,7690,2137,E,0.6104583241185064
gtfo gratz hahahaha <prev> u are aware im having a i2. <PREV> im aware that cm has a better score than pudge keepo notlikethis,O,dingdong,2950,12488,1711,I,0.55199303885259
stop defending plz <PREV> =),O,99 JOKER,2287,9771,1433,I,0.5780760038521708
what a retard this ember lmfao and i thought pl is retarded __slur_flag__ <PREV> ...,O,Sonic,333,1421,1975,E,0.7902569421642035
our yellow player is a squeaker gg <prev> im your yellow player <PREV> dude is on his i5 doller mic talkin shit on his alienware,O,Mr. Steal Your Waifu,421,1784,5,E,0.6219010468548581
thx <prev> we have 8 enemy 2 vs 8 sad <PREV> u are my team my team creep,O,OnrianngGe,1977,8511,2809,I,0.6785932836870565
"nbice english nicee :v <PREV> he say me un wsp, im done",O,ArteMa,2473,10601,882,E,0.45492390131353055
stupid team carry sucks <prev> ai6 alche still talk omg <PREV> haha,O,imnouse,447,1941,2888,I,0.7619554697740565
:/ <prev> lololololl come back wisp ya fucken dog hahahahhahaha <PREV> you must be so macd,O,George Costanza,1656,7258,1676,E,0.5399363439610042
 <prev> oh fuck u necro <PREV> so ill buy whatver,O,George Costanza,1656,7259,1887,E,0.5143474872381215
"your on our fucking team, you should be arguing our point if he dc, unfair game simples <prev> u dont have one <PREV> ? ??",O,Haneko,695,3180,2000,E,0.6365592147867031
suck my balls <prev> hahahahaha <PREV> lion is jaja bings,O,Java,2532,10865,1469,E,0.519663801061592
and ure winning a ranked <prev> fucking retard system __slur_flag__ <PREV> its coz u r bad too weak for this game mentally,O,That wasn't me,1949,8376,1095,E,0.7102773304622934
a.2 <prev> ez loss <PREV> lol,O,Ho랑이,463,2015,3072,I,0.9588963654199961
??? blame?? u play like shit <prev> wasting my time play wif noob <PREV> more like dog,O,Luca Pacioli,1835,7969,2408,E,0.7326879871239993
go tonker <prev> so ez am useless go quit dota 2 <PREV> haha,O,○.○,420,1783,2800,I,0.9802219589672354
isi <prev> ez ultra kill <PREV> ya ebashil kak mog,O,???? ??????,2461,10542,2916,I,0.6960543200557173
tt <prev> ez ez hi jug ez <PREV> hahah alc,O,Standin.TheLastOne,2624,11162,1804,I,0.8250273175873226
rofl all lanes won cause of u eniggerma so dont be smartass __slur_flag__,O,DirtMcGirt,1481,6559,1603,E,0.837435239920175
hahahahah ez katka enjoy -25 <PREV> xaxaxaxaxaxaxaxaxa,O,Road to 3k,1866,8092,2199,I,0.7091450332629128
same <prev> havnt had a game this one sided in a while where im on the winnign team <PREV> invoker what the fuck are u playing?,O,Dz4bu,2086,8938,1633,E,0.5770378755764395
#tooeasy <prev> raped by abbadong <PREV> more like they didnt allow me to jack off,O,kangstag,21,73,2032,E,0.7320726182972541
u guys are good but i am great sorry <prev> ez mid <PREV> gg uninstall dota,O,Wingtip,2240,9568,2088,I,0.7592517869172504
"noob team, gg <prev> blame team <PREV> shh",O,Prof Frink,823,3736,2617,E,0.5982320851662281
idk someone feeding they are discussing who is worse u dive me te they are afk idk <prev> no man <PREV> instead of playing game,O,DRUIDZ.Law!,2696,11488,906,I,0.7044958660873486
thk <prev> fuck you <PREV> ),O,Mr.Baks,696,3190,2187,E,0.9270585903488904
 <prev> tuskar noob muted. <PREV> wtf,O,Gosh,1942,8347,-34,E,0.7839523263609333
prepare your anus brood,O,Kiera Vaper,505,2250,22,I,0.5755850953100294
wtf is ur porblem,O,kacor,2995,12706,1620,E,0.7089767738785173
gg most boring shit game ever <prev> ez <PREV> a\a wards,O,ебать,18,61,2755,I,0.8493372558398322
im moron only phase boot <prev> fail mid ez mid ever <PREV> lol,O,amaterasu™,2733,11668,2535,I,0.9536592665597645
you are ak xd <prev> stfu trash <PREV> get rekt,O,Chester204,125,480,2307,E,0.9663570660600861
noty <prev> wtf what a gay <PREV> ?,O,September,514,2292,1535,E,0.7490388912040643
woierjewkhfiwepojoiwehfijwer ok? <prev> retard __slur_flag__ <PREV> pc really?,O,Sasori サ赤砂,1060,4781,737,E,0.4537186460234571
how u want us to wait with a fucker like u speaking <prev> hahahaha 2 minutes and i could make youre mom cum <PREV> not even 2 sec,O,MajOrMayHeM,2739,11681,1787,E,0.6300623148279156
"where you belong you low llife human being fucking peruvians ruined another game agian basura, all of you <prev> go paly on peru servers with other shitties <PREV> i can understand shaman dont worry",O,Kagami Taiga,3021,12820,1554,E,0.8175786575577018
ez friend <prev> (: <PREV> :),O,Captain America,1950,8391,1869,I,0.8675343750595716
noob teammate <PREV> lol venge,O,Standin.Perez,1173,5252,1320,E,0.7246440736227595
and they destroyed it <prev> well fuck u necro <PREV> almost ns,O,George Costanza,1656,7259,2100,E,0.6716229461157713
?? <prev> what are you gonna do with a midas u fucking idiot <PREV> lol whatever sf,O,EIS,1451,6424,2216,E,0.8204797490450554
lencer want beg <prev> my team fuckig sucks <PREV> this ache,O,LucyHeartfilia.,120,458,1433,E,0.7568432583208613
hahaha <prev> ded ez ez ez 2ez for me <PREV> end fast if u say that stpd,O,2moreGanas-,2624,11161,1108,I,0.7358828120764148
worth?,O,I Have Big Boobs,1413,6204,1578,I,0.6547240450928703
cry like ur mother fuck by u' <prev> lol <PREV> lack of education,O,shortpoorugly,2226,9525,1539,E,0.7828500936955827
if u want mmr u have to come and take them <prev> stfu somali <PREV> what somali am i robbing for it,O,Wezagred,2476,10618,-12,E,0.708982865042318
report faggots <prev> lol __slur_flag__ <PREV> e vs i come,O,[P.V.M]Gettingfarm,2252,9607,1144,I,0.4568702313421508
gg noobs <PREV> hahahahaha,O,UMR!,1019,4564,1946,E,0.5193488836598043
idiot silencer idiot <prev> idiot dog <PREV> thanks silencer,O,S.H.I.E.L.D,1829,7944,3403,E,0.9143903125191739
zeus wtf bro <prev> two mins they rc <PREV> bobo ka hero ka ng hero,O,""" The Comeback Boys """,1445,6388,297,I,0.5082417024309174
"omg, look at his steam client <prev> i can go suicide now . <PREV> so mmr counts",O,Hakona Matata,2307,9845,-44,I,0.7755939893131412
thgis fucking team <PREV> zz worst game ever had invoker gets away i hp ta get away i hit,O,Shackles,586,2657,2106,E,0.7422999913932665
this legion is shit <prev> and never purges shackles pudge missed a hook on a enigma using black hole <PREV> gg,O,relaxbro,2695,11486,2482,E,0.6508948168686001
gg <prev> fucking <PREV> wont care,O,Niggasaurus Shrek,337,1434,2955,E,0.7984850041429727
meepo mid ? <prev> + duble ez game ez life <PREV> lol,O,#bruhh,442,1899,-42,I,0.642520479012247
i repoted u slardar hahaha <prev> fucking shit <PREV> my bad,O,Yong Pal,439,1875,1037,E,0.8961812285919348
stfu u cant play <prev> ) <PREV> and ure winning a ranked,O,HAHA,1949,8376,1084,E,0.7196135571104657
to rekt ur annus fucking noob <prev> :) <PREV> stop calling my name lol,O,:),1627,7112,2636,E,0.7465635055655099
clearly i deserve to lose with these idiots so gg <prev> wp <PREV> ggwp,O,PerfectMachine,1302,5742,2687,E,0.6263976764553115
im really getting sick of that missle,O,Specs,605,2726,583,E,0.6296652106661818
well invoker said he can mid haha <prev> wew ez mid? <PREV> with a 5 consecutive lose games,O,MUSTANG,1158,5213,1639,I,0.5479364250678713
zz <prev> ez ez ez mmr <PREV> happy def top mid,O,FzFz,1808,7858,2070,I,0.9503307472629867
yolo = 2o min <prev> like superstupid players on cores and fucking pudge :d <PREV> gege,O,dingdong,2950,12489,2184,E,0.6623771605171073
fuknh noob gtamne <prev> comment me <PREV> haha,O,PowPawPey,357,1513,3533,E,0.4198245507070483
zz fucking rolling <prev> =.= <PREV> if i have doom your dead,O,❤MIO❤,515,2301,1063,E,0.6598432148687985
its fine dont worry my team is right behind me but they dont do shit cuz im plahing with braidnead monkeys <PREV> so smooth invo great player,O,<-|g|A|Y|<->|L|o|R|d|->,2411,10340,2392,E,0.8321318086766304
report sf clean this dirty comunity <prev> z ez reprot lc <PREV> gege,O,Savina in my memory,1651,7241,2140,I,0.7546217604061992
"gg gg lolo <prev> i recomend you , download the game and see lina <PREV> like this furi end undaut",O,TA|||ER,2063,8856,2141,E,0.5896132019887028
rekt cunts <prev> ez game __slur_flag__ <PREV> im doing pingas atm,O,Meme Machine,521,2337,2859,I,0.7111557235029307
yes im playin that team with my mates lawl win party mmr ez win any game ez <prev> ohh ez mmr <PREV> wp,O,Jabbabro,1389,6092,2025,I,0.7321584291317917
come at me fucker come at me <PREV> :),O,What's Poppin',141,542,533,E,0.5956729586204788
report pa for what? guys did u report brist <prev> fu brist fu fucking piece of shit <PREV> analfisting ...,O,9sashaebashu,2323,9938,863,E,0.7728450903099631
lol <prev> fucking moron <PREV> paid puck ioo bucks to do that thx puck,O,Herp of us,312,1333,1948,E,0.7844534241329857
what a game best ez lane and mid ever congrats <PREV> gg wp,O,[STW] Blackcidy,2261,9647,1329,I,0.7357441933907105
whats wrong with being a little girl? <prev> he sounded like he was gonna cry when es was but fucking him top <PREV> im a 9 y/o girl,O,hirraly,323,1374,3405,E,0.5619705773146354
the support <prev> acutaly so fucking shit <PREV> carry team,O,Zeref Dragneel,757,3457,1268,E,0.8392945168081057
shut up please <PREV> press r pls,O,Isilmer,551,2503,977,E,0.6175045675697297
lol <prev> ez <PREV> gg,O,JOATMON,2266,9666,2566,I,0.7344983267219946
worst alch au <prev> i thought junglers couldnt get any worse <PREV> mute this alc,O,BubbleGum,973,4336,1290,E,0.6222368254791032
sadest am ever i seen mother fucker <prev> lol <PREV> sedih lagi silencer,O,WADEFACK,1694,7367,3028,E,0.7087341000145313
ez game <PREV> doom picker,O,Bruce Wayne,1147,5165,1824,E,0.8290851917691471
you picked an omni <prev> how does it feel to get killed by a pussy? <PREV> not to bad would feel worse if u had some balls too bad,O,kazakazzi,656,2974,532,E,0.6749740893351439
rage quit/ <prev> talk when not done noob mid <PREV> a.8k mmr a.8k mmr,O,S e i t a m a,2706,11527,2502,I,0.8312507057487009
wtf <prev> you are just bad seriously <PREV> you take mid,O,Grey,973,4332,535,I,0.6422754532857109
my ese is here,O,crom,143,561,407,E,0.7071299774845667
lol <prev> ez <PREV> gg wp,O,SOLIDOL SPIRIT,830,3765,1837,I,0.5411603243437191
end la bai] end la babi end pls go ez game <prev> lol mid fail of couse gg <PREV> so does top btm,O,peyesh,1289,5694,1547,I,0.6040600337402572
am please,O,Doctor,2272,9709,3004,E,0.49437849770368114
so stupid <prev> and feed sf <PREV> sf not his fault lion was really good,O,Here is Lucille ...,2256,9616,1912,I,0.8088358229670124
lost to 5 trsah with a trsah nice ak trash <prev> only u not trahs ii <PREV> cum on sf,O,morf 東,433,1838,2652,E,0.7374712044830412
talk more shit <prev> so? ur mmr is 5k? but u still fucking noob <PREV> rekt,O,stinky dinky,495,2174,1384,E,0.8130124414171277
gg puck noob <prev> lc ii2 <PREV> puck threw the game,O,League of Legends,1352,5925,2750,I,0.7080579065648549
this bh gets a bkb instead of something useful <prev> ez tactical afkk <PREV> rofl,O,Master Mind Gaming,187,798,2375,I,0.5352774839019534
end mid pls no defendere fast pls,O,Sir-DrunKKkk ‚òª,2956,12524,2267,I,0.4717952930166024
raped cunts <prev> memememememem __slur_flag__ <PREV> i bet you peed yourself at the public pool,O,sibe,1228,5464,2406,E,0.7173329924578575
sadbois <prev> fuck that miss <PREV> hahah,O,fafa~em,2336,9999,2,E,0.7337336224565535
fu papa fear <prev> yeah ur so bad acutalyl <PREV> na salty boys,O,Bounty Doge,193,815,657,E,0.7808685961781364
haha <prev> ez bot again <PREV> lol e??? always wit their ultis rofll yall lucky ma team mates noob,O,boycott all team cause they thr,420,1777,884,I,0.7753515729554861
me noob support <prev> gg <PREV> ggwp,O,[EC] DeADmAn,1799,7817,2183,E,0.5984094532049408
"thx, ditto <prev> ez <PREV> gg",O,Kapil Pathmanathan,1034,4647,3406,I,0.6743521811885368
lol <prev> while in a fucking trilane <PREV> dazzle is not a support,O,pudge picker,1284,5685,2005,E,0.5146270112574294
you are the one who making noise <prev> no <PREV> fuck your english,O,Wingtip,2240,9568,1964,E,0.8746626096774907
xd <prev> ez <PREV> fark,O,illiterate skilless babyrager,1430,6310,2874,I,0.887803359187234
i think youre mad yup <prev> i guys are doing great well played shit <PREV> i think you have to blame your suports,O,its Good to be Bad,1030,4627,2546,E,0.7283159227780446
hes gone <prev> i can kill u like a shit <PREV> well still win,O,Killa Mase,664,3000,1391,E,0.6398060109578529
u guys kinda lucky but so bad <prev> oh says the nerd picker no respect for u <PREV> cry,O,Mochi,105,393,518,E,0.5860608923366799
fucking idiot <prev> h gj ns <PREV> no wards fool,O,xD,1289,5698,3541,E,0.6024774217736477
gg <prev> gg noob picks <PREV> lol suicide,O,Pumz,1962,8435,1078,E,0.600469760363575
yeah <PREV> come and kill me here,O,sho`shie,701,3209,2142,I,0.6292144058414
